Conference,Year,"Panel, Keynote, Captstone, Demo, Poster, ...","Paper type: C=conference paper, T = TVCG journal paper, M=miscellaneous (capstone, keynote, VAST challenge, panel, poster, ...)",Author Names,Author IDs,IEEE Xplore Number Guessed,Deduped author names,filename,References,
SciVis,1998,,C,"Ma, H.;Jones, K.W.;Stern, E.A.",37365761300;37363102200;37371812900,,"Ma, H.;Jones, K.W.;Stern, E.A.",ma_vis_98,,
SciVis,1998,,C,"Chapman, P.;Stevens, P.;Wills, D.;Brookes, G.",37364789000;37373315000;37368030400;37372177500,,"Chapman, P.;Stevens, P.;Wills, D.;Brookes, G.",chapman_vis_98,,
SciVis,1998,,C,"Sadarjoen, I.A.;Post, F.H.;Bing Ma;Banks, D.C.;Pagendarm, H.-G.",37372009600;37295045800;37363531700;37356983700;37372011800,,"Sadarjoen, I.A.;Post, F.H.;Bing Ma;Banks, D.C.;Pagendarm, H.-G.",sadarjoen_vis_98,485158;663910;346327;568137,
InfoVis,1998,,C,"Ankerst, M.;Berchtold, S.;Keim, D.A.",37371609900;37374589200;37283138700,,"Ankerst, M.;Berchtold, S.;Keim, D.A.",ankerst_infovis_98,146402;346302;485140,
SciVis,1998,,C,"Trotts, I.J.;Hamann, B.;Joy, K.I.;Wiley, D.F.",37372274900;37282068700;37267811400;37282066500,,"Trotts, I.J.;Hamann, B.;Joy, K.I.;Wiley, D.F.",trotts_vis_98,568126;568124;663906,
SciVis,1998,,C,"Garland, M.;Heckbert, P.S.",37272036400;37372245200,,"Garland, M.;Heckbert, P.S.",garland_vis_98,663908,
SciVis,1998,,C,"Kurzion, Y.;Moller, T.;Yagel, R.",37372244200;37275858700;37342422500,,"Kurzion, Y.;Moller, T.;Yagel, R.",kurzion_vis_98,,
SciVis,1998,,C,"Hoppe, H.",37360111200,,"Hoppe, H.",hoppe_vis_98,663865;567600;568126;663860;663908,
SciVis,1998,,C,"Lantin, M.L.;Carpendale, M.S.T.",37371967400;37326090900,,"Lantin, M.L.;Carpendale, S.",lantin_vis_98,,
SciVis,1998,,C,"Teichmann, M.;Capps, M.",37369233200;37347604500,,"Teichmann, M.;Capps, M.",teichman_vis_98,,
SciVis,1998,,C,"Treinish, L.A.",37372175500,,"Treinish, L.A.",treinish_vis_98,480821;663922;346316;559211,
InfoVis,1998,,C,"Keahey, T.A.",37349418300,,"Keahey, T.A.",keahey_infovis_98,636786;636718;559214,
SciVis,1998,,C,"Keim, D.A.;Herrmann, A.",37283138700;37372264500,,"Keim, D.A.;Herrmann, A.",keim_vis_98,485139;528688;175794;146387;146402;398870;485140;346302;528690;146386,
InfoVis,1998,,C,"Rohrer, R.M.;Ebert, D.S.;Sibert, J.L.",37373506600;38472155600;37265573100,,"Rohrer, R.M.;Ebert, D.S.;Sibert, J.L.",rohrer_infovis_98,636761;636759;528686;568110;559228,
SciVis,1998,,C,"Lanzagorta, M.;Kral, M.V.;Swan, J.E.;Spanos, G.;Rosenberg, R.;Kuo, E.",37295678700;;37295140400;37372261800;37285510700;37372263000,,"Lanzagorta, M.;Kral, M.V.;Swan, J.E.;Spanos, G.;Rosenberg, R.;Kuo, E.",lanzagorta_vis_98,,
SciVis,1998,,C,"Miller, N.E.;Pak Chung Wong;Brewster, M.;Foote, H.",37361698400;37280665600;37371985000;37372586800,,"Miller, N.;Pak Chung Wong;Brewster, M.;Foote, H.",miller_vis_98,663872;528686;567800;663871;480811;346333;346332;235206,
SciVis,1998,,C,"Silver, D.;Wang, X.",37274132700;37367862600,,"Silver, D.;Wang, X.",silver_vis_98,567807;480809;480789;663886,
InfoVis,1998,,C,"Korn, J.L.;Appel, A.W.",38179814200;37339549500,,"Korn, J.;Appel, A.W.",korn_infovis_98,,
SciVis,1998,,C,"Livnat, Y.;Hansen, C.",37282553200;37266777200,,"Livnat, Y.;Hansen, C.",livnat_vis_98,480806;568121;568144;745713;346308;568123;568127;346307;175780;346334,
SciVis,1998,,C,"van der Heyden, J.E.;Carpendale, M.S.T.;Inkpen, K.;Atkins, M.S.",37372192800;37326090900;37372061500;37284302300,,"van der Heyden, J.E.;Carpendale, S.;Inkpen, K.;Atkins, M.S.",heyden_vis_98,559214,
SciVis,1998,,C,"Shaffer, C.A.;Knill, D.L.;Watson, L.T.",37273199900;37371928100;37273212300,,"Shaffer, C.A.;Knill, D.L.;Watson, L.T.",shaffer_vis_98,663866;663868;146402,
SciVis,1998,,C,"Vos, F.M.;Spoelder, H.J.W.",37345045400;37284264400,,"Vos, F.M.;Spoelder, H.J.W.",vos_vis_98,,
SciVis,1998,,C,"Bajaj, C.L.;Pascucci, V.;Schikore, D.R.",37282899200;38262212700;37355637500,,"Bajaj, C.L.;Pascucci, V.;Schikore, D.R.",bajaj_vis_98,235199;480803;175782;485154;175773;663875;346334;480795,
InfoVis,1998,,C,"Becker, B.G.",37363099200,,"Becker, B.",becker_infovis_98,146386,
SciVis,1998,,C,"Robbins, K.A.;Senseman, D.M.",37282602100;37282602800,,"Robbins, K.A.;Senseman, D.M.",robbins_vis_98,663899,
SciVis,1998,,C,"Laidlaw, D.H.;Ahrens, E.T.;Kremers, D.;Avalos, M.J.;Jacobs, R.E.;Readhead, C.",37275712600;37359190700;37371978600;37371978400;37368212100;37371977900,,"Laidlaw, D.H.;Ahrens, E.T.;Kremers, D.;Avalos, M.J.;Jacobs, R.E.;Readhead, C.",laidlaw_vis_98,235201,
SciVis,1998,,C,"Max, N.",37267387800,,"Max, N.",max_vis_98,,
SciVis,1998,,C,"Khoury, S.;Freed, A.;Wessel, D.",37362454900;37372286400;37353973700,,"Khoury, S.;Freed, A.;Wessel, D.",khoury_vis_98,567746_1,
SciVis,1998,,C,"Nielson, G.M.;Jung, Il.-H.;Sung, J.",37283754100;37366444500;37362401700,,"Nielson, G.M.;Jung, I.;Sung, J.",nielson_vis_98,663883;663872;663871,
InfoVis,1998,,C,"Frecon, E.;Smith, G.",37265491900;37365189200,,"Frecon, E.;Smith, G.",frecon_infovis_98,,
SciVis,1998,X,M,"Kaufman, A.;Brady, M.;Lorensen, B.;Kitson, F.;Pfister, H.",37268052800;37291463600;;37295399300;37275698100,,"Kaufman, A.;Brady, M.;Lorensen, B.;Kitson, F.;Pfister, H.",,,
SciVis,1997,,C,"Möller, T.;Machiraju, R.;Mueller, K.;Yagel, R.",37275858700;37269516700;37273119700;37342422500,,"MÃ¶ller, T.;Machiraju, R.;Mueller, K.;Yagel, R.",moeller_vis_97,346331,
InfoVis,1997,,C,"Ed Huai-Hsin Chi;Barry, P.;Riedl, J.;Konstan, J.",,,"Ed Huai-Hsin Chi;Barry, P.;Riedl, J.;Konstan, J.",chi_infovis_97,567796;567746_1;528690;480794;398859,
SciVis,1997,,C,"Schroeder, W.J.",37282730100,,"Schroeder, W.J.",schroede_vis_97,485142;398868;568124,
SciVis,1997,,C,"Smith, S.M.;Williams, G.",;37344773600,,"Smith, S.;Williams, G.",smith_vis_97,,
SciVis,1997,,C,"Freund, J.;Sloan, K.",37621721400;37611960100,,"Freund, J.;Sloan, K.",freund_vis_97,146377,
InfoVis,1997,,C,"Teraoka, T.;Maruyama, M.",,,"Teraoka, T.;Maruyama, M.",teraoka_infovis_97,,
SciVis,1997,,C,"Swan, J.E.;Mueller, K.;Moller, T.;Shareel, N.;Crawfis, R.;Yagel, R.",37295140400;37273119700;38341221100;;37284273900;38335291800,,"Swan, J.E.;Mueller, K.;Moller, T.;Shareel, N.;Crawfis, R.;Yagel, R.",swan_vis_97,567608;398877;346331;480792;398852,
SciVis,1997,,C,"Puig, A.;Tost, D.;Navazo, I.",37615709500;37396861000;37612266700,,"Puig, A.;Tost, D.;Navazo, I.",puig_vis_97,480790,
SciVis,1997,,C,"Cox, M.;Ellsworth, D.",37381630700;37282594500,,"Cox, M.;Ellsworth, D.",cox_vis_97,346311;146360;398860,
SciVis,1997,,C,"Aliaga, Daniel G.;Lastra, A.A.",37270561900;37274005100,,"Aliaga, D.;Lastra, A.",aliaga_vis_97,567746_2,
SciVis,1997,,C,"Volpe, C.R.;Glinert, E.P.",37378427600;37347783300,,"Volpe, C.R.;Glinert, E.P.",volpe_vis_97,175789;146398;235205;480802,
SciVis,1997,,C,"Pak Chung Wong;Bergeron, R.D.",;37342054500,,"Pak Chung Wong;Bergeron, R.D.",wong2_vis_97,480811;567800,
SciVis,1997,,C,"De Fioriani, L.;Magillo, P.;Puppo, E.",;37371970000;37355451700,,"De Floriani, L.;Magillo, P.;Puppo, E.",defloriani_vis_97,,
InfoVis,1997,,C,"Reiss, S.P.",,,"Reiss, S.P.",reiss_infovis_97,559210,
SciVis,1997,,C,"Kuschfeldt, S.;Ertl, T.;Holzner, M.",37612264300;37268023800;37612266200,,"Kuschfeldt, S.;Ertl, T.;Holzner, M.",kuschfel_vis_97,568111;235200;398895;398878,
SciVis,1997,,C,"Rushmeier, H.;Lawrence, R.;Almasi, G.",38338818800;38182013000;38203048700,,"Rushmeier, H.;Lawrence, R.;Almasi, G.",rushmeie_vis_97,,
SciVis,1997,,C,"Ahrens, J.;McCormick, P.;Bossert, J.;Reisner, J.;Winterkamp, J.",37282713700;37282708700;37617519400;37621785900;37612260000,,"Ahrens, J.;McCormick, P.;Bossert, J.;Reisner, J.;Winterkamp, J.",ahrens_vis_97,346291,
SciVis,1997,,C,"Jaswa, V.",,,"Jaswa, V.",jaswal_vis_97,568117;175771,
SciVis,1997,,C,"Fuhrmann, A.;Loffelmann, H.;Schmalstieg, D.",37267442100;37427428300;37297103800,,"Fuhrmann, A.;Loffelmann, H.;Schmalstieg, D.",fuhrmann_vis_97,568128,
SciVis,1997,,C,"Wood, J.;Wright, H.;Brodie, K.",37273103500;37609618400;,,"Wood, J.;Wright, H.;Brodie, K.",wood_vis_97,480821,
SciVis,1997,,C,"Taosong He;Kaufman, A.",37350343500;37268052800,,"Taosong He;Kaufman, A.",he_vis_97,568108;346340,
SciVis,1997,,C,"Nielson, G.M.;Franke, R.",37283754100;37413313200,,"Nielson, G.M.;Franke, R.",nielson3_vis_97,175782,
SciVis,1997,,C,"Hanson, A.J.;Wernert, E.A.",37333439100;37371964800,,"Hanson, A.J.;Wernert, E.A.",hanson_vis_97,480804,
SciVis,1997,,C,"El-Sana, J.;Varshney, A.",37393584400;37282560200,,"El-Sana, J.;Varshney, A.",elsana_vis_97,,
InfoVis,1997,,C,"Derthick, M.;Roth, S.F.;Kolojejchick, J.",,,"Derthick, M.;Roth, S.F.;Kolojejchick, J.",derthick_infovis_97,528688;559210,
InfoVis,1997,,C,"Tanin, E.;Beigel, R.;Shneiderman, B.",,,"Tanin, E.;Beigel, R.;Shneiderman, B.",tanin_infovis_97,528688;528688,
SciVis,1997,,C,"Drake, D.;Simpson, T.;Smithmier, L.;Rheingans, P.",37617709900;37608356300;37612252200;37282292000,,"Drake, D.;Simpson, T.;Smithmier, L.;Rheingans, P.",drake_vis_97,567777;346313;398850;568139;567746_1,
SciVis,1997,,C,"Assa, J.;Cohen-Or, D.;Milo, T.",37612084200;38312451600;37409090400,,"Assa, J.;Cohen-Or, D.;Milo, T.",assa_vis_97,528691;146402;528686;398863;528692,
SciVis,1997,,C,"Hoffman, P.;Grinstein, G.;Marx, K.;Grosse, I.;Stanley, E.",37617749600;38470495600;38318555000;37622312400;38180962800,,"Hoffman, P.;Grinstein, G.;Marx, K.;Grosse, I.;Stanley, E.",hoffman_vis_97,485139,
InfoVis,1997,,C,"Brodbeck, D.;Chalmers, M.;Lunzer, A.;Cotture, P.",,,"Brodbeck, D.;Chalmers, M.;Lunzer, A.;Cotture, P.",brodbeck_infovis_97,146402;528686;568118;528688;346302;175794;567787,
SciVis,1997,,C,"Rheingans, P.",,,"Rheingans, P.",rheingan_vis_97,235201;480803;175795;235219,
SciVis,1997,,C,"Mandal, C.;Hong Qin;Vemuri, B.C.",37369631900;37276553900;37285145200,,"Mandal, C.;Hong Qin;Vemuri, B.C.",mandal_vis_97,,
SciVis,1997,,C,"Albertelli, G.;Crawfis, R.A.",38325377700;37284273900,,"Albertelli, G.;Crawfis, R.",albertelli_vis_97,235210;398846,
SciVis,1997,,C,"Kwan-Liu Ma;Interrante, V.",37275869400;37282637800,,"Kwan-Liu Ma;Interrante, V.",ma_vis_97,480795,
SciVis,1997,,C,"Uselton, S.P.",37372247300,,"Uselton, S.",uselton_vis_97,,
SciVis,1997,,C,"Wegenkittl, R.;Groller, E.",37267822600;38471589400,,"Wegenkittl, R.;Groller, E.",groeller_vis_97,480817;346313;398850;567784;398877;346312,
SciVis,1997,,C,"Fujishiro, I.;Takeshima, Y.;Ichikawa, Y.;Nakamura, K.",37282596600;37282600100;37618383200;37364307400,,"Fujishiro, I.;Takeshima, Y.;Ichikawa, Y.;Nakamura, K.",fujishir_vis_97,146375;398857;559210,
InfoVis,1997,,C,"Munzner, T.",,,"Munzner, T.",munzner_infovis_97,528691;528689,
SciVis,1997,,C,"Nielson, G.M.;Jung, Il.-H.;Sung, J.",37283754100;37366444500;37362401700,,"Nielson, G.M.;Jung, I.;Sung, J.",nielson1_vis_97,,
SciVis,1997,,C,"Yi-Jen Chiang;Silva, Claudio T.",37362725400;38183059100,,"Yi-Jen Chiang;Silva, C.T.",chiang_vis_97,480806;568121,
SciVis,1997,,C,"Qian Chen;Medioni, G.",37364793300;37280043300,,"Qian Chen;Medioni, G.",chen_vis_97,,
SciVis,1997,X,M,"Laskowski, S.;Wills, G.;Rogowitz, B.",;;,,"Laskowski, S.;Wills, G.;Rogowitz, B.",,,
SciVis,1997,,C,"Banks, D.C.;Foley, J.T.;Vidimce, K.N.;Ming-Hoe Kiu",37356983700;37393096300;37612298500;37612321600,,"Banks, D.C.;Foley, J.T.;Vidimce, K.N.;Ming-Hoe Kiu",banks_vis_97,,
SciVis,1997,,C,"Tzi-cker Chiueh;Chuan-Kai Yang;Taosong He;Pfister, H.;Kaufman, A.",37273336700;37615351500;37350343500;37275698100;37268052800,,"Tzi-cker Chiueh;Chuan-Kai Yang;Taosong He;Pfister, H.;Kaufman, A.",chiueh_vis_97,398845,
SciVis,1997,,C,"Sobierajski, L.;Schroeder, W.",;37282730100,,"Sobierajski, L.;Schroeder, W.J.",avila_vis_97,567746_1;663883,
SciVis,1997,,C,"Suya You;Lichan Hong;Wan, M.;Junyaprasert, K.;Kaufman, A.;Muraki, S.;Yong Zhou;Wax, M.;Zhengrong Liang",37611469100;37347459100;37362958300;;37268052800;37612362200;37363214300;37354296000;37273115400,,"Suya You;Lichan Hong;Wan, M.;Junyaprasert, K.;Kaufman, A.;Muraki, S.;Yong Zhou;Wax, M.;Zhengrong Liang",you_vis_97,,
SciVis,1997,,C,"Nielson, G.M.;Sung, J.",37283754100;37362401700,,"Nielson, G.M.;Sung, J.",nielson2_vis_97,175782;480789,
SciVis,1997,,C,"Crossno, P.;Angel, E.",37282576500;37284249400,,"Crossno, P.;Angel, E.",crossno_vis_97,398880,
InfoVis,1997,,C,"Tenev, T.;Rao, R.",,,"Tenev, T.;Rao, R.",tenev_infovis_97,,
InfoVis,1997,,C,"Chuah, M.C.;Eick, S.G.",,,"Chuah, M.C.;Eick, S.G.",chuah_infovis_97,398874,
InfoVis,1997,,C,"Brath, R.",,,"Brath, R.",brath_infovis_97,559213;528682;559211,
InfoVis,1997,,C,"Inselberg, A.",,,"Inselberg, A.",inselber_infovis_97,146402;346302,
SciVis,1997,,C,"Staadt, O.G.;Gross, M.H.;Weber, R.",37355334600;37275694700;37273480100,,"Staadt, O.;Gross, M.;Weber, R.",staadt_vis_97,,
SciVis,1997,,C,"Yong Zhou;Chen, B.;Kaufman, A.",37363214300;37367422700;37268052800,,"Yong Zhou;Chen, B.;Kaufman, A.",zhou_vis_97,568127,
SciVis,1997,,C,"Pak Chung Wong;Bergeron, R.D.",;37342054500,,"Pak Chung Wong;Bergeron, R.D.",wong1_vis_97,480811;485139;346302;567800;398864;146387,
InfoVis,1997,,C,"Keahey, T.A.;Robertson, E.L.",,,"Keahey, T.A.;Robertson, E.L.",keahey_infovis_97,559214,
InfoVis,1997,,C,"Storey, M.-A.D.;Wong, K.;Fracchia, F.D.;Muller, H.A.",,,"Storey, M.;Wong, K.;Fracchia, F.D.;Muller, H.A.",storey_infovis_97,175815,
SciVis,1997,,C,"Chow, M.M.",37609292100,,"Chow, M.M.",chow_vis_97,568125,
SciVis,1997,,C,"Taylor, R.M.;Jun Chen;Okimoto, S.;Llopis-Artime, N.;Chi, V.L.;Brooks, F.P., Jr.;Falvo, M.;Paulson, S.;Thiansathaporn, P.;Glick, D.;Washburn, Sean;Superfine, Richard",38183525100;37616309400;37612241200;37612237600;37623416900;37295063200;37305862000;37447873500;;37620455200;37271671300;37271669900,,"Taylor, R.M.;Jun Chen;Okimoto, S.;Llopis-Artime, N.;Chi, V.L.;Brooks, F.P., Jr.;Falvo, M.;Paulson, S.;Thiansathaporn, P.;Glick, D.;Washburn, S.;Superfine, R.",taylor_vis_97,,
SciVis,1997,X,M,"Barrett, H.;Rheingans, P.;Uselton, S.;Watson, A.",;;;,,"Barrett, H.;Rheingans, P.;Uselton, S.;Watson, A.",,,
SciVis,1997,,C,Wenli Cai;Pheng-Ann Heng,37613897400;,,Wenli Cai;Pheng-Ann Heng,cai_vis_97,398875;567780;235211;235225,
SciVis,1997,,C,"Barequet, G.;Subodh Kumar",37326555000;37277183300,,"Barequet, G.;Subodh Kumar",barequet_vis_97,,
SciVis,1997,,C,"Duchaineau, M.;Wolinsky, M.;Sigeti, D.E.;Miller, M.C.;Aldrich, C.;Mineev-Weinstein, M.B.",37267813100;37443252200;37443253500;;37608683600;37612202100,,"Duchaineau, M.;Wolinsky, M.;Sigeti, D.E.;Miller, M.;Aldrich, C.;Mineev-Weinstein, M.B.",duchaine_vis_97,567600;568126;568125;480813;480805,
SciVis,1997,,C,"Cohen, J.;Manocha, D.;Olano, M.",37275763600;37267825600;38181249400,,"Cohen, J.;Manocha, D.;Olano, M.",cohen_vis_97,,
SciVis,1997,,C,"Lavin, Y.;Levy, Y.;Hesselink, Lambertus",37372012600;37610569700;37274095200,,"Lavin, Y.;Levy, Y.;Hesselink, L.",lavin_vis_97,235193,
SciVis,1997,,C,"Gieng, T.S.;Hamann, B.;Joy, K.I.;Schussman, G.L.;Trotts, I.J.",37612257400;37282068700;37267811400;37283639900;37372274900,,"Gieng, T.S.;Hamann, B.;Joy, K.I.;Schussman, G.;Trotts, I.J.",gieng_vis_97,568126;568124,
SciVis,1997,,C,"Interrante, V.;Grosch, C.",37282637800;37347332000,,"Interrante, V.;Grosch, C.",interran_vis_97,398877;567784;346313;567777;346312,
SciVis,1997,X,M,"Cox, M.;Crawfis, R.;Hamann, B.;Hansen, C.;Miller, M.",;;;;,,"Cox, M.;Crawfis, R.;Hamann, B.;Hansen, C.;Miller, M.",,,
SciVis,1997,,C,"Bajaj, C.L.;Pascucci, V.;Schikore, D.R.",37282899200;37284312600;37355637500,,"Bajaj, C.L.;Pascucci, V.;Schikore, D.R.",bajaj_vis_97,568123;480803;745284;568112,
SciVis,1997,,C,"Jobard, B.;Lefer, W.",37267249300;37612167300,,"Jobard, B.;Lefer, W.",jobard_vis_97,346313,
SciVis,1997,,C,"Grosso, R.;Lurig, C.;Ertl, T.",37612367400;37372245300;37268023800,,"Grosso, R.;Lurig, C.;Ertl, T.",grosso_vis_97,568127;568124;480805;568121;398852;480806;567606,
InfoVis,1997,,C,"Card, S.K.;Mackinlay, J.",,,"Card, S.K.;Mackinlay, J.",card_infovis_97,559213;175815;528686;528684;528697,
SciVis,1997,,C,"Westermann, R.;Ertl, T.",37444424000;37268023800,,"Westermann, R.;Ertl, T.",westerma_vis_97,567606;398853;146391,
SciVis,1997,,C,"Favre, J.M.",37284061600,,"Favre, J.M.",favre_vis_97,,
SciVis,1997,,C,"Brady, M.;Jung, K.;Nguyen, H.T.;Nguyen, T.",37291463600;37360575900;37366032400;38184427400,,"Brady, M.;Jung, K.;Nguyen, H.T.;Nguyen, T.",brady_vis_97,346340;485154;567603,
SciVis,1997,,C,"Shen, H.-W.;Kao, D.L.",37366741500;37339406400,,"Shen, H.-W.;Kao, D.",shen_vis_97,480817;398848;567784,
SciVis,1997,,C,"Marti, J.",37614584100,,"Marti, J.",marti_vis_97,,
SciVis,1997,,C,"Rander, P.;Narayanan, P.J.;Kanade, T.",37371914000;37298506200;37283735000,,"Rander, P.;Narayanan, P.J.;Kanade, T.",rander_vis_97,,
SciVis,1997,,C,"Shneerson, M.;Tal, A.",37612261200;37337567000,,"Shneerson, M.;Tal, A.",shneerson_vis_97,,
SciVis,1997,,C,"Clark, D.;Bailey, M.",37364046500;37280473500,,"Clark, D.;Bailey, M.",clark_vis_97,175814,
SciVis,1997,,C,"Scheuermann, G.;Hagen, H.;Kruger, H.;Menzel, M.;Rockwood, A.",37282574800;37282578800;37420744100;37375936800;37372689000,,"Scheuermann, G.;Hagen, H.;Kruger, H.;Menzel, M.;Rockwood, A.",scheuerm_vis_97,,
SciVis,1997,,C,"Rabinovich, B.;Gotsman, C.",37612158500;37281769000,,"Rabinovich, B.;Gotsman, C.",rabinovich_vis_97,567600,
SciVis,1997,,C,"Loomis, J.J.;Xiuwen Liu;Zhaohua Ding;Fujimura, K.;Evans, M.L.;Ishikawa, H.",37619552000;37616244800;37615115900;37269959700;37614269500;37615793800,,"Loomis, J.J.;Xiuwen Liu;Zhaohua Ding;Fujimura, K.;Evans, M.L.;Ishikawa, H.",loomis_vis_97,,
SciVis,1997,,C,"Livingston, M.A.",37619718800,,"Livingston, M.A.",livingst_vis_97,235211;346330;235193;235227;346315;175789;398867;346338;398846,
InfoVis,1997,,C,"Gross, M.H.;Sprenger, T.C.;Finger, J.",,,"Gross, M.;Sprenger, T.C.;Finger, J.",gross_infovis_97,528689;528691;528686;567787,
SciVis,1997,,C,"Wegenkittl, R.;Loffelmann, H.;Groller, E.",37267822600;37427428300;38471589500,,"Wegenkittl, R.;Loffelmann, H.;Groller, E.",wegenkit_vis_97,146373;175796;398869;175795;146386;146402;398849,
SciVis,1997,,C,"Michaels, C.;Bailey, M.",37623369100;37280473500,,"Michaels, C.;Bailey, M.",michaels_vis_97,146361,
InfoVis,1997,,C,"Becker, B.G.",,,"Becker, B.",becker_infovis_97,528686;528688;485139;398877,
SciVis,1997,,C,"Tam, R.C.;Healey, Christopher G.;Flak, B.;Cahoon, P.",37267823200;37298406100;37612079700;37612081300,,"Tam, R.;Healey, C.;Flak, B.;Cahoon, P.",tam_vis_97,568118;398874,
SciVis,1997,,C,"Kenwright, D.;Haimes, R.",37355295400;37282898700,,"Kenwright, D.;Haimes, R.",kenwrigh_vis_97,568137;346327;175773,
SciVis,1997,,C,"Zhifan Zhu;Machiraju, R.;Fry, B.;Moorhead, R.",37616769800;37269516700;37619005500;37282559500,,"Zhifan Zhu;Machiraju, R.;Fry, B.;Moorhead, R.J.",zhu_vis_97,346332;480810;568138;480812,
SciVis,1996,,C,"Lu, S-C.;Rebello, A. B.;Cui, D. H.;Yagel, R.;Miller, R. A.;Kinzel, G. L.",37858270000;37851790300;37864867900;37342422500;37854489100;37860557400,x,"Lu, S.C.;Rebello, A.B.;Cui, D.H.;Yagel, R.;Miller, R.A.;Kinzel, G.L.",lu2_vis_96,,
SciVis,1996,,C,"Vemuri, B.C.;Mandal, C.",37285145200;37369631900,,"Vemuri, B.C.;Mandal, C.",vemuri_vis_96,,
SciVis,1996,,C,"Avila, R.S.;Sobierajski, L.M.",37323905300;37378488600,,"Avila, R.;Sobierajski, L.",avila_vis_96,480792,
SciVis,1996,,C,"Chalmers, M.",37283487400,,"Chalmers, M.",chalmers_vis_96,528686;480814,
SciVis,1996,,C,"Hagedorn, J.;Rushmeier, H.;Blendell, J.;Vaudin, M.",38338317000;38338819800;38471017700;38302911200,,"Hagedorn, J.;Rushmeier, H.;Blendell, J.;Vaudin, M.",hagedorn_vis_96,,
SciVis,1996,,C,"Rossiter, D.;Wai-Yin Ng",37862094900;37415393700,,"Rossiter, D.;Wai-Yin Ng",rossiter_vis_96,146398;480802,
SciVis,1996,,C,"Lu, S.C.;Rebello, A.B.;Cui, D.H.;Yagel, R.;Miller, R.A.;Kinzel, G.L.",37858270000;37851790300;37864867900;37342422500;37854489100;37860557400,,"Lu, S.C.;Rebello, A.B.;Cui, D.H.;Yagel, R.;Miller, R.A.;Kinzel, G.L.",lu1_vis_96,,
SciVis,1996,,C,"Keeve, E.;Girod, S.;Pfeifle, P.;Girod, B.",37282573400;37823485800;37845919000;37283315200,,"Keeve, E.;Girod, S.;Pfeifle, P.;Girod, B.",keeve_vis_96,,
InfoVis,1996,X,M,"Bentley, C.L.;Ward, M.O.",37358059800;37268441700,,"Bentley, C.L.;Ward, M.O.",,,
SciVis,1996,,C,"Bonneau, G.-P.;Hahmann, S.;Nielson, G.M.",37368609100;37378532500;37283754100,,"Bonneau, G.-P.;Hahmann, S.;Nielson, G.M.",bonneau_vis_96,,
SciVis,1996,X,M,"Gershon, N.D.;Gershon, N.;Braham, R.;Fracchia, D.;Glassner, A.;Mones-Hattal, B.;Rose, R.",37352200300;37843583300;37357593500;38181249100;38224696300;37860551400;37864763100,,"Gershon, N.;Gershon, N.;Braham, R.;Fracchia, D.;Glassner, A.;Mones-Hattal, B.;Rose, R.",,,
SciVis,1996,,C,"Painter, J.S.;Bunge, H.-P.;Livnat, Y.",37385363700;37860427300;37282553200,,"Painter, J.S.;Bunge, H.-P.;Livnat, Y.",painter_vis_96,,
SciVis,1996,,C,"Carpendale, M.S.T.;Fall, A.;Cowperthwaite, D.J.;Fall, J.;Fracchia, F.D.",;;;;,,"Carpendale, S.;Fall, A.;Cowperthwaite, D.J.;Fall, J.;Fracchia, F.D.",carpendale_vis_96,,
SciVis,1996,,C,"Sakas, G.;Vicker, M.G.;Plath, P.J.",37283227500;37860424200;37860424800,,"Sakas, G.;Vicker, M.G.;Plath, P.J.",sakas_vis_96,235229,
SciVis,1996,,C,"Beaudoin, L.;Parent, M.-A.;Vroomen, L.C.",37852878400;37864656600;38180174600,,"Beaudoin, L.;Parent, M.-A.;Vroomen, L.C.",beaudoin_vis_96,528689,
SciVis,1996,,C,"Healey, C.G.",38286411000,,"Healey, C.",healey_vis_96,480803;398874,
SciVis,1996,,C,"Zuiderveld, K.J.;van Ooijen, P.M.A.;Chin-A-Woeng, J.W.C.;Buijs, P.C.;Olree, M.;Post, F.H.",37370740500;37399434900;37860534500;37842345100;37860535500;37295045800,,"Zuiderveld, K.J.;van Ooijen, P.M.A.;Chin-A-Woeng, J.W.C.;Buijs, P.C.;Olree, M.;Post, F.H.",zuiderveld_vis_96,,
SciVis,1996,,C,"Weigle, C.;Banks, D.C.",37282585600;37356983700,,"Weigle, C.;Banks, D.C.",weigle_vis_96,398869;175782,
SciVis,1996,,C,"Cohen-Or, D.;Levin, D.;Solomovici, A.",37266751800;37284860300;37846136800,,"Cohen-Or, D.;Levin, D.;Solomovici, A.",cohenor2_vis_96,346333,
InfoVis,1996,,C,"Zhou, M.X.;Feiner, Steven K.",37399569300;37266699900,,"Zhou, M.X.;Feiner, S.",zhou_infovis_96,146375,
SciVis,1996,,C,"Trapp, J.;Pagendarm, H.-G.",37413486600;37372011800,,"Trapp, J.;Pagendarm, H.-G.",trapp_vis_96,485151;485156,
SciVis,1996,,C,"Banks, D.C.;Hamann, B.;Po-Yu Tsai;Moorhead, R.;Barlow, J.",37356983700;37282068700;37849431900;37282559500;37861977200,,"Banks, D.C.;Hamann, B.;Po-Yu Tsai;Moorhead, R.J.;Barlow, J.",banks_vis_96,,
SciVis,1996,,C,"Shiaofen Fang;Su Huang;Srinivasan, R.;Raghu Raghavan",37289749900;37856558400;37301843300;37325476100,,"Shiaofen Fang;Su Huang;Srinivasan, R.;Raghu Raghavan",fang_vis_96,346333,
