Conference,Year,IEEE XPLORE Article Number,"Panel, Keynote, Captstone, Demo, Poster, ...","Paper type: C=conference paper, T = TVCG journal paper, M=miscellaneous (capstone, keynote, VAST challenge, panel, poster, ...)",IEEE Xplore Number Guessed,Deduped author names,References,
Vis,2012,6327209,,T,,Hui Zhang;Jianguang Weng;Lin Jing;Yiwen Zhong,1532804;1532843;4376203,
Vis,2012,6327221,,T,,"Schindler, B.;Fuchs, R.;Barp, S.;Waser, J.;Pobitzer, A.;Carnecky, R.;Matkovic, K.;Peikert, R.",4376175;5613487;4376174;5613496;1532813,
Vis,2012,6327243,,T,,"Rieck, B.;Mara, H.;Leitte, H.",146373;1532839;4376169;1183774,
Vis,2012,6327235,,T,,"Schlegel, S.;Korn, N.;Scheuermann, G.",4376197;6064958;1532807,
Vis,2012,6327227,,T,,"Hollt, T.;Freiler, W.;Gschwantner, F.;Doleisch, H.;Heinemann, G.;Hadwiger, M.",5290734;4015467;1532802;1250400,
Vis,2012,6327230,,T,,"Ribicic, H.;Waser, J.;Gurbat, R.;Sadransky, B.;Groller, E.",5613487;6064950;5613487;5613503;6102457,
Vis,2012,6327242,,T,,"Yubo Tao;Hai Lin;Feng Dong;Chao Wang;Clapworthy, G.;Hujun Bao",4015471;6064959;1372208;1532834;1532833;1250395;1183785,
Vis,2012,6327244,,T,,"Barakat, S.S.;Rutten, M.;Tricoche, X.",4376165;4376168;4015447;4376167;4658163;4376167;4658174;485139;5290756;4658184,
Vis,2012,6327475,,T,,"Treib, M.;Burger, K.;Reichl, F.;Meneveau, C.;Szalay, A.;Westermann, R.",1183757;964541_06;4015488;1532808;1250384;964531;1372217;1250385,
Vis,2012,6327213,,T,,"Meyer, J.;Bethel, E.W.;Horsman, J.L.;Hubbard, S.S.;Krishnan, H.;Romosan, A.;Keating, E.H.;Monroe, L.;Strelitz, R.;Moore, P.;Taylor, G.;Torkian, B.;Johnson, T.C.;Gorton, I.",,
Vis,2012,6327232,,T,,"Engel, D.;Greff, K.;Garth, C.;Bein, K.;Wexler, A.;Hamann, B.;Hagen, H.",1382894;1382895;1532138;4658163;885734;1249015;5613487;1532850;1173157;4658123,
Vis,2012,6327223,,T,,"Wenger, S.;Ament, M.;Guthe, S.;Lorenz, D.;Tillmann, A.;Weiskopf, D.;Magnor, M.",1532803;1372183;346331,
Vis,2012,6327210,,T,,"Grottel, S.;Beck, P.;Muller, C.;Reina, G.;Roth, J.;Trebin, H.-R.;Ertl, T.",4015464;1532781;809886,
Vis,2012,6327224,,T,,"Schroder, S.;Peterson, J.A.;Obermaier, H.;Kellogg, L.H.;Joy, K.I.;Hagen, H.",5613496,
Vis,2012,6327206,,T,,"Frey, S.;Sadlo, F.;Ertl, T.",4658178;4015451;4015447;5613467;5613484;5613487;5290745;4658174;5613443;5290749;6064968;5290751,
Vis,2012,6327207,,T,,"Duke, D.;Carr, H.;Knoll, A.;Schunck, N.;Hai Ah Nam;Staszczak, A.",4658165,
Vis,2012,6327228,,T,,"Wiebel, A.;Vos, F.M.;Foerster, D.;Hege, H.-C.",6327229;745337;1250384;4376185;1532833;5290766,
VAST,2012,6327296,,T,,"Sips, M.;Kothur, P.;Unger, A.;Hege, H.-C.;Dransch, D.",963273;528685,
VAST,2012,6327292,,T,,"Crouser, R.J.;Chang, R.",5652398;6102461;5290745;5652910;5652484;5332584;5652885;5333564;5652392;5332586;6102451;5333023;5333020;5332628;6064956;6064959;6064936;5652443;5653598;6102447,
VAST,2012,6327298,,T,,"Kandel, S.;Paepcke, A.;Hellerstein, J.M.;Heer, J.",4658129;4677365;6102438;1532136;5652880;5333878;4389011;6102435,
VAST,2012,6327293,,T,,"Youn-ah Kang;Stasko, J.",4677362;4035759;1382884;6102438;6400559;4389006;5333878,
VAST,2012,6327291,,T,,"Alsallakh, B.;Aigner, W.;Miksch, S.;Groller, E.",1532139;1532819;1173156;1249016;1173157,
VAST,2012,6327289,,T,,"Hossain, M.S.;Ojili, P.K.R.;Grimm, C.;Muller, R.;Watson, L.T.;Ramakrishnan, N.",5332584;4388999;4677350;729568;5332629,
VAST,2012,6327294,,T,,"Endert, A.;Fiaux, P.;North, C.",528686;6400559;6102449;6102438;4389006,
VAST,2012,6327297,,T,,"Pohl, M.;Smuc, M.;Mayr, E.",4658127;4376144;5653598;4677361;6102445,
VAST,2012,6327295,,T,,"Andrienko, G.;Andrienko, N.;Burch, M.;Weiskopf, D.",5332593;6065011;1532150,
VAST,2012,6327290,,T,,"Heimerl, F.;Koch, S.;Bosch, H.;Ertl, T.",6102449;6102453;4389006;6400492,
VAST,2012,6400484,,C,,"Jankowska, M.;Keselj, V.;Milios, E.",5333443;4389004,
VAST,2012,6400485,,C,,"Wenwen Dou;Xiaoyu Wang;Skau, D.;Ribarsky, W.;Zhou, M.X.",6102456;5652931;6065010;6065008;6102461;6064996;5613452;4389006;885098,
VAST,2012,6400486,,C,,"Brown, E.T.;Jingjing Liu;Brodley, C.E.;Chang, R.",146402;6102449;4388999;5332584;6102448;4677352;5652443,
VAST,2012,6400487,,C,,"Kandogan, E.",1249015;1532142;1382892;6065024;1382895;729568;4035766;5290704;5652885;5332628;6064985,
VAST,2012,6400488,,C,,"Tatu, A.;Maas, F.;Farber, I.;Bertini, E.;Schreck, T.;Seidl, T.;Keim, D.A.",1532142;5613440;5652392;1382893;5652450;6102439;6065026;1382892;5290704,
VAST,2012,6400489,,C,,"Portes dos Santos Amorim, E.;Brazil, E.V.;Daniels, J.;Joia, P.;Nonato, L.G.;Sousa, M.C.",1532138;4658163;5613467;5290725;6065024;809866;4015444;885086;1382895;4658123;1173159;1249015;146402;567787;5613498;4376155;5613468;1173161,
VAST,2012,6400490,,C,,"Anand, A.;Wilkinson, L.;Tuan Nhon Dang",5652433;6065027;6102437;4389006;5652392;1532142;5332629,
VAST,2012,6400491,,C,,"Malik, A.;Maciejewski, R.;Elmqvist, N.;Yun Jang;Ebert, D.S.;Huang, W.",1532148;6065010;5613426;801851;801851;4389006;4376146;5613429;6065009,
VAST,2012,6400492,,C,,"Hoferlin, B.;Netzel, R.;Hoferlin, M.;Weiskopf, D.;Heidemann, G.",5652398;6327290,
VAST,2012,6400493,,C,,"Ahmed, Z.;Weaver, C.",4376144;1382904;5332629;4677357;6065026;346302;729568;4388999,
VAST,2012,6400494,,C,,"Jishang Wei;Zeqian Shen;Sundaresan, N.;Kwan-Liu Ma",1532145;4389008;6102462;175815,
VAST,2012,6400530,X,M,,"Vadlapudi, R.;Siahbani, M.;Sarkar, A.;Dill, J.",,
VAST,2012,6400531,X,M,,Dongxing Teng;Haiyan Yang;Cuixia Ma;Hongan Wang,,
VAST,2012,6400532,X,M,,"Takle, J.;Silver, D.;Heitmann, K.",,
VAST,2012,6400533,X,M,,"Schwabish, J.A.",,
VAST,2012,6400534,X,M,,"Schreck, T.;Sharalieva, L.;Wanner, F.;Bernard, J.;Ruppert, T.;von Landesberger, T.;Bustos, B.",,
VAST,2012,6400535,X,M,,"Ottley, A.;Crouser, R.J.;Ziemkiewicz, C.;Chang, R.",,
VAST,2012,6400536,X,M,,"Olislagers, F.;Worring, M.",,
VAST,2012,6400537,X,M,,"Kehrer, J.;Boubela, R.N.;Filzmoser, P.;Piringer, H.",,
VAST,2012,6400538,X,M,,"Kachkaev, A.;Wood, J.",,
VAST,2012,6400539,X,M,,"Itoh, M.;Toyoda, M.;Kamijo, T.;Kitsuregawa, M.",,
VAST,2012,6400540,X,M,,"Harrison, L.;Chang, R.;Aidong Lu",,
VAST,2012,6400541,X,M,,"Hao, M.C.;Marwah, M.;Mittelstadt, S.;Janetzko, H.;Keim, D.A.;Dayal, U.;Bash, C.;Felix, C.;Patel, C.;Hsu, M.;Chen, Y.",,
VAST,2012,6400542,X,M,,"Hua Guo;Tran, D.;Laidlaw, D.H.",,
VAST,2012,6400543,X,M,,"Green, T.M.;Fisher, B.",,
VAST,2012,6400544,X,M,,"Gramazio, C.;Chang, R.",,
VAST,2012,6400545,X,M,,"Goodwin, S.;Dykes, J.",,
VAST,2012,6400546,X,M,,"Chamberland, C.;Vachon, F.;Gagnon, J.;Banbury, S.;Tremblay, S.",,
VAST,2012,6400547,X,M,,"Calderon, N.A.;Riecke, B.E.;Fisher, B.",,
VAST,2012,6400548,X,M,,"Bowman, I.;Joshi, S.H.;Greer, V.;Van Horn, J.D.",,
VAST,2012,6400549,X,M,,"Behrisch, M.;Davey, J.;Schreck, T.;Keim, D.A.;Kohlhammer, J.",,
VAST,2012,6400550,X,M,,"Beecham, R.;Wood, J.;Bowerman, A.",,
VAST,2012,6400551,X,M,,"Angelini, M.;Ferro, N.;Granato, G.;Santucci, G.;Silvello, G.",,
VAST,2012,6400552,,C,,"Cottam, J.A.;Lumsdaine, A.;Weaver, C.",5290717;1382896;4376146;4658146;885092,
VAST,2012,6400553,,C,,"von Landesberger, T.;Bremm, S.;Andrienko, N.;Andrienko, G.;Tekusova, M.",6065005;5290698;5290701;885098;5613440;5652530;1382887;1532152;963281;4658149;5290704,
VAST,2012,6400554,,C,,"Leishi Zhang;Stoffel, A.;Behrisch, M.;Mittelstadt, S.;Schreck, T.;Pompl, R.;Weber, S.;Last, H.;Keim, D.A.",1382904;1382905;885098,
VAST,2012,6400555,,C,,"Mistelbauer, G.;Bouzari, H.;Schernthaner, R.;Baclija, I.;Kochl, A.;Bruckner, S.;Sramek, M.;Groller, E.",1250400;4015449;4376185;4376159;1183754;1532856;6064990;1532818;4015460,
VAST,2012,6400556,,C,,"Piringer, H.;Buchetics, M.;Benedik, R.",1173149;1532134;6102456;4376188;4376140;4376136;1382887;528685;4658139;4388994;4388998;4677353,
VAST,2012,6400557,,C,,"Junghoon Chae;Thom, D.;Bosch, H.;Yun Jang;Maciejewski, R.;Ebert, D.S.;Ertl, T.",6102456;6102461;4658131,
VAST,2012,6400558,,C,,"Liang Gou;Xiaolong Zhang;Airong Luo;Anderson, P.F.",801853;6065012;1532126;1532788;4376154;4015418;5333020;6102440;4035752;1382890;4658129;4015424;4015417;4677365;4015425;4389006,
VAST,2012,6400559,,C,,"Andrews, C.;North, C.",4658127;4677362;1382887;4677358;4015437;4388992;5652880;6102449;4389006;6102438;5333878,
VAST,2012,6400560,,C,,"Butler, P.;Chakraborty, P.;Ramakrishan, N.",,
InfoVis,2012,6327250,,T,,"Kai Xu;Rooney, C.;Passmore, P.;Dong-Han Ham;Nguyen, P.H.",6065003;1173155;4015425;1532136;1532131;1249008;4015424,
InfoVis,2012,6327263,,T,,"Jenny, B.",6065023;5613425;885095,
InfoVis,2012,6327264,,T,,"Fink, M.;Haunert, J.-H.;Schulz, A.;Spoerhase, J.;Wolff, A.",6065023;5613424;6064990;885087,
InfoVis,2012,6327267,,T,,"Talbot, J.;Gerth, J.;Hanrahan, P.",4015420;6064993,
InfoVis,2012,6327282,,T,,"Borgo, R.;Abdul-Rahman, A.;Mohamed, F.;Grant, P.W.;Reppa, I.;Floridi, L.;Chen, M.",5613460;568118;4658138;6064986,
InfoVis,2012,6327259,,T,,"Micallef, L.;Dragicevic, P.;Fekete, J.",5613447;5290706,
InfoVis,2012,6327275,,T,,"Bongshin Lee;Isenberg, P.;Riche, N.H.;Carpendale, S.",5613431;4376144;4658127;5290713;5613450;4376154;1532122;729560;4376145,
InfoVis,2012,6327265,,T,,"Baudel, T.;Broeksema, B.",175815;4015439;146386;4015431;6064987;729560;5613436;4658149;5290702,
InfoVis,2012,6327256,,T,,"Pilhofer, A.;Gribov, A.;Unwin, A.",5613439;5613440,
InfoVis,2012,6327251,,T,,"Dinkla, K.;Westenberg, M.A.;van Wijk, J.J.",6064992;4015417;4376154;1382886;1532126;1382907;4015425;4658145;4376153;1382884;4015435;5613445;1249030,
InfoVis,2012,6327274,,T,,"Tanahashi, Y.;Kwan-Liu Ma",4658136;4658140;6065002;6065008;4015433;4376143;1249008;4658146;1173160,
InfoVis,2012,6327248,,T,,"Sedlmair, M.;Meyer, M.;Munzner, T.",801869;559226;4658137;5290752;5613450;1532136;5613426;6102443;6065005;4389008;5290690;6065015;5290702;1249023;5290692;5290695;6065017,
InfoVis,2012,6327246,,T,,"Gomez, S.R.;Jianu, R.;Ziemkiewicz, C.;Hua Guo;Laidlaw, D.H.",6065018;5613437;5613452;6064988,
InfoVis,2012,6327247,,T,,"Sung-Hee Kim;Zhihua Dong;Hanjun Xian;Upatising, B.;Ji Soo Yi",146402;6065011;4677363;5613432;6064990;5333920,
InfoVis,2012,6327283,,T,,"Boukhelifa, N.;Bezerianos, A.;Isenberg, T.;Fekete, J.",1532853;235199;4376197;5290731;5332611;4035764;6327281;4376132;885679,
InfoVis,2012,6327280,,T,,"Vande Moere, A.;Tomitsch, M.;Wimmer, C.;Christoph, B.;Grechenig, T.",4376134;4376131;5290706,
InfoVis,2012,6327272,,T,,"Wongsuphasawat, K.;Gotz, D.",5290701;6102453;4015418;1532150;5332595;5290698;1532152;4035762,
InfoVis,2012,6327270,,T,,"Jian Zhao;Chevalier, F.;Collins, C.;Balakrishnan, R.",6102439;4376152;5290706;801869;1249030,
InfoVis,2012,6327269,,T,,"Kong, N.;Agrawala, M.",6064957;175820;5290706;6064990,
InfoVis,2012,6327249,,T,,"Hofmann, H.;Follett, L.;Majumder, M.;Cook, D.",5290695;5613434,
InfoVis,2012,6327245,,T,,"Haroz, S.;Whitney, D.",963274;568118;5613436;1532838,
InfoVis,2012,6327276,,T,,Xiaoru Yuan;Limei Che;Yifan Hu;Xin Zhang,4658147;1532130;5290700;4376155,
InfoVis,2012,6327278,,T,,"Tominski, C.;Forsell, C.;Johansson, J.",4658124;4376145;6064997;4376144;4376150;5290697;1173157;6065028;4376154;4658123,
InfoVis,2012,6327254,,T,,"Zinsmaier, M.;Brandes, U.;Deussen, O.;Strobelt, H.",1532150;4015416;6065003;4658140;4015436;4015425;5613456;1382906,
InfoVis,2012,6327286,,T,,"Ma, J.;Liao, I.;Kwan-Liu Ma;Frazier, J.",4658128;6064986;1382897,
InfoVis,2012,6327253,,T,,"Marriott, K.;Purchase, H.;Wybrow, M.;Goncu, C.",4658147;5290700,
InfoVis,2012,6327260,,T,,"Nocaj, A.;Brandes, U.",1532128;636718;4015425;5613456;5290712,
InfoVis,2012,6327257,,T,,"Bezerianos, A.;Isenberg, P.",6065014;4015437,
InfoVis,2012,6327277,,T,,"Dork, M.;Riche, N.H.;Ramos, G.;Dumais, S.",5333443;5613456;4035752;4389006;4677370;4376146;4658131,
InfoVis,2012,6327273,,T,,Conglei Shi;Weiwei Cui;Shixia Liu;Panpan Xu;Wei Chen;Huamin Qu,4658136;5652931;5613426;5652530;885098;1532148;6065010;4376143;4658174;5613451;4658150;5290711;801851;1532122;485140;5613457;6065008;5613429;6065009;5290708,
InfoVis,2012,6327279,,T,,"Sedlmair, M.;Frank, A.;Munzner, T.;Butz, A.",4015417;1382904;6102443;4376154;5290695;5290690;801869;4658145;4658137;1532126;6327248;1249030;4035752,
InfoVis,2012,6327268,,T,,"Turkay, C.;Lundervold, A.;Lundervold, A.;Hauser, H.",5290745;1532142;6102449;885086;346302;4658163;6065027;4376166;809866;1382891;1382892;5290704,
InfoVis,2012,6327281,,T,,"Wood, J.;Isenberg, P.;Isenberg, T.;Dykes, J.;Boukhelifa, N.;Slingsby, A.",5613436;6064986;6327283;6065018;6065017;6064988,
InfoVis,2012,6327288,,T,,"Pileggi, H.;Stolper, C.D.;Boyle, J.M.;Stasko, J.",5613452;4376130;636793;6064996;4376131;559229,
InfoVis,2012,6327261,,T,,"Afzal, S.;Maciejewski, R.;Yun Jang;Elmqvist, N.;Ebert, D.S.",5652931;5613425;5613458;528686;663912;885694;1532131;1173144;4658149;5613457;5290722;885095,
InfoVis,2012,6327262,,T,,"Tominski, C.;Schumann, H.;Andrienko, G.;Andrienko, N.",5613442;6102455;5332593;480803;1382887;1532144;6102454,
InfoVis,2012,6327266,,T,,"Maguire, E.;Rocca-Serra, P.;Sansone, S.-A.;Davies, J.;Chen, M.",4015499;6327282;5613460;485141;729570,
InfoVis,2012,6327285,,T,,"Block, F.;Horn, M.S.;Phillips, B.C.;Diamond, J.;Evans, E.M.;Chia Shen",963285;636718;5290695;4376146;1173153;4658128;1173148;4376134,
InfoVis,2012,6327284,,T,,"Walny, J.;Bongshin Lee;Johns, P.;Riche, N.H.;Carpendale, S.",6327281;5290720;6065018;4376145;5613431,
InfoVis,2012,6327255,,T,,"MacEachren, A.M.;Roth, R.E.;O'Brien, J.;Li, B.;Swingley, D.;Gahegan, M.",235199;6065022;5290731,
InfoVis,2012,6327258,,T,,Yingcai Wu;Guo-Xun Yuan;Kwan-Liu Ma,4658129;6065027;1382890;1173145;398857;5332611;5613449;5290731;6065022;5613435,
InfoVis,2012,6327252,,T,,"Landge, A.G.;Levine, J.A.;Bhatele, A.;Isaacs, K.E.;Gamblin, T.;Schulz, M.;Langer, S.;Bremer, P.-T.;Pascucci, V.",5290721;1382906,
InfoVis,2012,6327287,,T,,"Trimm, D.;Rheingans, P.;desJardins, M.",1532140;4376150;5290770,
InfoVis,2012,6327271,,T,,"Nan Cao;Yu-Ru Lin;Xiaohua Sun;Lazer, D.;Shixia Liu;Huamin Qu",5290722;4015425;885098;4015427;4376143;5613451;4658146;6065026,
Vis,2011,6064968,,T,,"Reininghaus, J.;Kotava, N.;Gunther, D.;Kasten, J.;Hagen, H.;Hotz, I.",4658183;4658153;4376171;5290756;4015464,
Vis,2011,6064955,,T,,"Lindemann, F.;Ropinski, T.",4658196;1183761;5290740;6064977;1250394;1183764,
Vis,2011,6064973,,T,,"Williams, S.;Petersen, M.;Bremer, P.-T.;Hecht, M.;Pascucci, V.;Ahrens, J.;Hlawitschka, M.;Hamann, B.",346327;4658165;398877,
Vis,2011,6064979,,T,,Weifeng Chen;Wei Chen;Hujun Bao,4658198;5290740;4658199;5290739;1532833;5290741,
Vis,2011,6064962,,T,,"Pietroni, N.;Massimiliano, C.;Cignoni, P.;Scopigno, R.",1372206,
Vis,2011,6064938,,T,,"Giusti, A.;Taddei, P.;Corani, G.;Gambardella, L.;Magli, C.;Gianaroli, L.",146378;568136,
Vis,2011,6064961,,T,,"Guoning Chen;Palke, D.;Zhongzang Lin;Yeh, H.;Vincent, P.;Laramee, R.S.;Zhang, E.",1250379;5613502;1372212;398849;1532773;1532770;4015499;1532850;4015453;1532841;1250363;745295;1372188;745294;1532832;809905;885690;346326,
Vis,2011,6064964,,T,,Guangyu Zou;Jiaxi Hu;Xianfeng Gu;Jing Hua,4658186;5290729;4015499;1372206;1183795;964553,
Vis,2011,6064956,,T,,"Ruiz, M.;Bardera, A.;Boada, I.;Viola, I.;Feixas, M.;Sbert, M.",5613460;4015471;4015461;5613461;4015449;1250414;4376185;5290764;568112;4658174;1532834;1183785;4015460,
Vis,2011,6064953,,T,,"Bei Wang;Summa, B.;Pascucci, V.;Vejdemo-Johansson, M.",5613467;5290728;4376169;5613465;5652940,
Vis,2011,6064963,,T,,"Marino, J.;Wei Zeng;Xianfeng Gu;Kaufman, A.",4015440;5613475;964540,
Vis,2011,6064981,,T,,"Khlebnikov, R.;Kainz, B.;Muehl, J.;Schmalstieg, D.",4376204,
Vis,2011,6064982,,T,,"Dick, C.;Burgkart, R.;Westermann, R.",1183752;5290754,
Vis,2011,6064969,,T,,"Livingston, M.A.;Decker, J.W.",5290732;745292;146387;146386;4376150;175795;809905;1250362;745294;1250362,
Vis,2011,6064942,,T,,"Schlegel, P.;Makhinya, M.;Pajarola, R.",4376160;1183764;1250384,
Vis,2011,6064945,,T,,"Bennett, J.C.;Krishnamoorthy, V.;Shusen Liu;Grout, R.W.;Hawkes, E.R.;Chen, J.H.;Shepherd, J.;Pascucci, V.;Bremer, P.-T.",1372235;1250386;4376171;4015464;663875,
Vis,2011,6064954,,T,,"Lehmann, D.J.;Theisel, H.",4658159;5613469;745284;5290770;809896,
Vis,2011,6064958,,T,,"Hlawatsch, M.;Leube, P.;Nowak, W.;Weiskopf, D.",1532853;398849;963273;1250402;568139;1532857;175792;480819;568116;5290694,
Vis,2011,6064974,,T,,"Lipsa, D.R.;Laramee, R.S.;Cox, S.J.;Davies, I.T.",4658169;4658178,
Vis,2011,6064943,,T,,"Nelson, B.;Haimes, R.;Kirby, R.M.",1532776;1372224;4015486,
Vis,2011,6064944,,T,,"Rieder, C.;Kroeger, T.;Schumann, C.;Hahn, H.K.",5613476;745311;885694,
Vis,2011,6064937,,T,,"Parry, M.L.;Legg, P.A.;Chung, D.H.S.;Griffiths, I.W.;Chen, M.",4658139;1382887;1250401;4376188;4015469,
Vis,2011,6064977,,T,,"Sunden, E.;Ynnerman, A.;Ropinski, T.",6064955;1183761;1250394;1183764;4376189;1250384;5290774,
Vis,2011,6064978,,T,,"Suter, S.K.;Iglesias Guitian, J.A.;Marton, F.;Agus, M.;Elsener, A.;Zollikofer, C.P.E.;Gopi, M.;Gobbetti, E.;Pajarola, R.",1183757;663900;4376192;745311;4015441;1250385,
Vis,2011,6064980,,T,,"van Pelt, R.;Olivan Bescos, J.;Breeuwer, M.;Clough, R.E.;Groller, E.;ter Haar Romenij, B.;Vilanova, A.",398849;5290737;5613472;5613474;4376185;4658156;5290742;1532847;5613473;1532857,
Vis,2011,6064976,,T,,"Muigg, P.;Hadwiger, M.;Doleisch, H.;Groller, E.",1532796;4015496;4376191;1250390;964514;4015486;1532850;964511;809908,
Vis,2011,6064951,,T,,"Oeltze, S.;Freiler, W.;Hillert, R.;Doleisch, H.;Preim, B.;Schubert, W.",5333911;4015489;4015425;4376166;5290692,
Vis,2011,6064959,,T,,"Ziyi Zheng;Ahmed, N.;Mueller, K.",5290746;4376185;4658153;4658191;5613489;5290740;1532833;1532818;4015450;5290763;5290762;1250414;1532834,
Vis,2011,6064941,,T,,"Nouanesengsy, B.;Teng-Yok Lee;Han-Wei Shen",,
Vis,2011,6064940,,T,,"Lundstrom, C.;Rydell, T.;Forsell, C.;Persson, A.;Ynnerman, A.",5613504;5652880;4015441,
Vis,2011,6064950,,T,,"Waser, J.;Ribicic, H.;Fuchs, R.;Hirsch, C.;Schindler, B.;Bloschl, G.;Groller, E.",5613487;4376187;1173149;5613489;1382904;1532795;5290771;1532143;5613488;5613487,
Vis,2011,6064984,,T,,"Amirkhanov, A.;Heinzl, C.;Reiter, M.;Kastner, J.;Groller, E.",4658169;1250418,
Vis,2011,6064946,,T,,"Mirzargar, M.;Entezari, A.",4658171;1372174;4376189;964498;1532810;663848;346331,
Vis,2011,6064936,,T,,"Cheuk Yiu Ip;Varshney, A.",5613460;4376209;4376165;4015449;1250401;4015448;1532833,
Vis,2011,6064970,,T,,"Angelelli, P.;Hauser, H.",5290768;5613501;568137;1250353;5613474;964540;5290734,
Vis,2011,6064967,,T,,"Thomas, D.M.;Natarajan, V.",4658165;5290764;4376169,
Vis,2011,6064957,,T,,"Bartram, L.;Cheung, B.;Stone, M.C.",4376199;4015474,
Vis,2011,6064983,,T,,"Gasteiger, R.;Neugebauer, M.;Beuing, O.;Preim, B.",5613473;5290742;5613474;4015450;5290732;1532818,
Vis,2011,6064947,,T,,"Correa, C.;Lindstrom, P.;Bremer, P.-T.",1183772;4376172;4376169;1250376;5290727;4658183;5613467;1532839;4015464,
Vis,2011,6064948,,T,,"Correa, C.;Lindstrom, P.",1532839;5613467;6064947;5652940;809932,
Vis,2011,6064965,,T,,Yi Gu;Chaoli Wang,4658159;346321;4035742;809871;4015447;1250401;4658163;5613488;1250402;480809;4658174;964531;5290749,
Vis,2011,6064952,,T,,"Torsney-Weir, T.;Saad, A.;Moller, T.;Hege, H.-C.;Weber, B.;Verbavatz, J.;Bergner, S.",4376187;4658159;5613487;5613488;346302;5613441;398859;809871;6065007;885678,
Vis,2011,6064972,,T,,"Kasten, J.;Reininghaus, J.;Hotz, I.;Hege, H.-C.",1532830;1372214;4658165;1183821;4015452,
Vis,2011,6064949,,T,,"Moran, P.J.;Ellsworth, D.",175782;5290780;1183820,
Vis,2011,6064939,,T,,"Tricoche, X.;Garth, C.;Sanderson, A.",1532839;1250376;1372214;885716;4376169;5613484;1532770;1183786;346326,
Vis,2011,6064960,,T,,"Haidacher, M.;Bruckner, S.;Groller, E.",5613460;4015490;5613461;4015449;4376182;4658188;5613459,
Vis,2011,6064966,,T,,"Lindow, N.;Baum, D.;Hege, H.-C.",5613501;4015487;5290753,
Vis,2011,6064971,,T,,"Koehler, C.;Wischgoll, T.;Haibo Dong;Gaston, Z.",1183789;1532830;4376209;1532831;4658155;5613499;1532848;1532850;5613500;885690;5613462;1372196;745296;4376173;5290738;4658156;4015451;1183821;4376212;5613473;4015452,
Vis,2011,6064975,,T,,Hanqi Guo;Ningyu Mao;Xiaoru Yuan,5613492;745319;4658154;1250414;4376159;568112;5290762;4658153;1250386;1250413;885694;1532856;663875;4015460,
VAST,2011,6102475,"X
",M,,"Itoh, M.;Yoshinaga, N.;Toyoda, M.;Kitsuregawa, M.",,
VAST,2011,6102476,X,M,,"Dong Hyun Jeong;Soo-Yeon Ji;Ribarsky, W.;Chang, R.",,
VAST,2011,6102463,,C,,"Xiaoyu Wang;Wenwen Dou;Butkiewicz, T.;Bier, E.A.;Ribarsky, W.",4677362;5333020;4658129;4035759;4389009;5290723;4677361;5290695;1532781;4677352;4658124;4376144;4677360;4677365;5333564,
VAST,2011,6102460,,C,,"Malik, A.;Maciejewski, R.;Maule, B.;Ebert, D.S.",398870;5652398;5333920;4677363;801851;4389006;5332611,
VAST,2011,6102459,,C,,"Kulkarni, I.;Mistry, S.Y.;Cummings, B.;Gopi, M.",5290766;5333895,
VAST,2011,6102493,X,M,,"Lamagna, W.M.",,
VAST,2011,6102462,,C,,"Weijia Xu;Esteva, M.;Suyog Dutt Jain;Varun Jain",885091;4658133;5290712;4389006;1382905;5652931;801860,
VAST,2011,6102495,X,M,,"Andrews, C.;Hossain, M.S.;Gad, S.;Ramakrishnan, N.;North, C.",,
VAST,2011,6102473,X,M,,"Harrison, L.;Wenwen Dou;Aidong Lu;Ribarsky, W.;Xiaoyu Wang",,
VAST,2011,6102474,X,M,,"Icke, I.;Rosenberg, A.",,
VAST,2011,6102453,,C,,"van den Elzen, S.;van Wijk, J.J.",4658136;963292;963290,
VAST,2011,6102438,,C,,"Youn-ah Kang;Stasko, J.",4677362;235203;4677358;5290695;4389006,
VAST,2011,6102485,X,M,,"Banfi, N.;Dudas, L.;Fekete, Z.;Gobolos-Szabo, J.;Lukacs, A.;Nagy, A.;Szabo, A.;Szabo, Z.;Szucs, G.",,
VAST,2011,6102489,X,M,,"ap Cenydd, L.;Walker, R.;Pop, S.;Miles, H.;Hughes, C.;Teahan, W.;Roberts, J.C.",,
VAST,2011,6102466,X,M,,"Bauer, J.;Thelen, S.;Ebert, A.",,
VAST,2011,6102469,X,M,,"Crouser, R.J.;Freeman, J.G.;Chang, R.",,
VAST,2011,6102481,X,M,,"Piringer, H.;Buchetics, M.",,
VAST,2011,6102478,X,M,,"Jingjing Liu;Brown, E.T.;Chang, R.",,
VAST,2011,6102454,,C,,"Andrienko, G.;Andrienko, N.;Hurter, C.;Rinzivillo, S.;Wrobel, S.",5332593;5290707,
VAST,2011,6102442,,C,,"Sharara, H.;Sopan, A.;Namata, G.;Getoor, L.;Singh, L.",4015419;5652398;5652910;4035746;5652443;4376154,
VAST,2011,6102491,X,M,,"Giacobe, N.A.;Sen Xu",,
VAST,2011,6102448,,C,,"May, T.;Bannach, A.;Davey, J.;Ruppert, T.;Kohlhammer, J.",5652392;1249006;5290704;4658123,
VAST,2011,6102492,X,M,,"Harrison, L.;Wenwen Dou;Aidong Lu;Ribarsky, W.;Xiaoyu Wang",,
