Conference,Year,IEEE XPLORE Article Number,"Panel, Keynote, Captstone, Demo, Poster, ...","Paper type: C=conference paper, T = TVCG journal paper, M=miscellaneous (capstone, keynote, VAST challenge, panel, poster, ...)",IEEE Xplore Number Guessed,Deduped author names,References,
Vis,1992,235220,,C,,"Williams, R.D.;Wefer, F.L.;Clifton, T.E., III",,
Vis,1992,235215,,C,,"Hibbard, W.;Dyer, C.R.;Paul, B.",,
Vis,1992,235212,,C,,"Grinstein, F.;Obeysekare, U.;Patnaik, G.",,
Vis,1992,235222,,C,,"Hanson, A.J.;Heng, P.A.",146363;175821;146391,
Vis,1992,235224,,C,,"Hagen, H.;Hahmann, S.",,
Vis,1992,235186,X,M,,"Treinish, L.A.;Butler, D.M.;Senay, H.;Grinstein, G.;Bryson, S.",,
Vis,1992,235217,,C,,"Turo, D.;Johnson, B.",175796;175791;175815;175794,
Vis,1992,235185,X,M,,"Kosslyn, S.M.;Gershon, N.;Levkowitz, H.;Pearlman, J.D.",,
Vis,1992,235228,,C,,"Williams, P.L.",175818,
Vis,1992,235189,,C,,"Kaba, J.;Matey, J.;Stoll, G.;Taylor, H.;Hanrahan, P.",175778;175777;175805,
Vis,1992,235229,,C,,"Sakas, G.;Hartig, J.",,
Vis,1992,235209,,C,,"Cuny, J.E.;Hough, A.A.;Kundu, J.",,
Vis,1992,235223,,C,,"Hansen, C.;Hinker, P.",175782,
Vis,1992,235195,,C,,"Nadeau, D.R.;Bailey, M.",175814,
Vis,1992,235182,X,M,,"Ribarsky, W.;Brown, B.;Myerson, T.;Feldmann, R.;Smith, S.;Treinish, L.A.",,
Vis,1992,235191,,C,,"Scarlatos, L.;Pavlidis, T.",,
Vis,1992,235184,X,M,,"Breen, P.T., Jr.",,
Vis,1992,235226,,C,,"van Wijk, J.J.",146359,
Vis,1992,235214,,C,,"Subramanian, K.R.;Naylor, B.",146377,
Vis,1992,235202,,C,,"Hultquist, J.P.M.;Raible, E.L.",175771;146360;235211,
Vis,1992,235200,,C,,"Seidenberg, L.R.;Jerard, R.B.;Magewick, J.",,
Vis,1992,235187,X,M,,"Campbell, W.J.;Cromp, R.F.;Fekete, G.;Wall, R.;Goldberg, M.",,
Vis,1992,235177,,C,,"Mercurio, P.J.;Elvins, T.T.;Young, S.J.",175807,
Vis,1992,235207,,C,,"Williams, C.;Rasure, J.;Hansen, C.",235219,
Vis,1992,235231,,C,,"Avila, R.;Sobierajski, L.;Kaufman, A.",146362;146413;175805,
Vis,1992,235227,,C,,"Kwan-Liu Ma;Smith, P.J.",175772;175778;175770;146360;175789;809897;175777,
Vis,1992,235196,,C,,"Bryson, S.",175771,
Vis,1992,235205,,C,,"Schroeder, W.J.;Lorensen, W.F.;Montanaro, G.D.;Volpe, C.R.",175787;175789;146360,
Vis,1992,235208,,C,,"Keim, D.A.;Lum, V.",,
Vis,1992,235198,,C,,"Lin, X.",,
Vis,1992,235179,,C,,"Kalvin, A.D.;Dean, D.;Hublin, J.-J.;Braun, M.",,
Vis,1992,235183,X,M,,"Tobet, S.A.;King, J.C.;Wertheim, S.L.;Duffy, F.H.",,
Vis,1992,235178,,C,,"MacLeod, R.S.;Johnson, C.R.;Matheson, M.A.",,
Vis,1992,235199,,C,,"Gershon, N.",,
Vis,1992,235192,,C,,"Christon, M.A.;Spelce, T.",,
Vis,1992,235180,,C,,"Popovic, R.",175830,
Vis,1992,235193,,C,,"Delmarcelle, T.;Hesselink, L.",146373;146359;175789;175773,
Vis,1992,235213,,C,,"Koyamada, K.",175771,
Vis,1992,235175,,C,,"Rhyne, T.M.;Bolstad, M.;Rheingans, P.;Petterson, L.;Shackelford, W.;Botts, M.;Pepke, E.;Johnson, K.W.;Hibbard, W.;Dyer, C.R.;Paul, B.;Treinish, L.A.",235215,
Vis,1992,235173,,C,,"Jones, C.;Baca, J.A.",,
Vis,1992,235206,,C,,"Eick, S.G.;Steffen, J.L.",,
Vis,1992,235188,,C,,"Ervin, S.M.",,
Vis,1992,235176,,C,,"McLeod, J.;Small, C.",,
Vis,1992,235181,,C,,"Geller, M.J.;Falco, E.E.;Fabricant, D.G.;Estus, B.",,
Vis,1992,235210,,C,,"Max, N.;Crawfis, R.;Williams, D.",175773,
Vis,1992,235221,,C,,"Elvins, T.T.",175807;175814,
Vis,1992,235194,,C,,"True, T.J.;Hughes, J.F.",,
Vis,1991,175818,,C,,"Haber, R.;Lucas, B.;Collins, N.",,
Vis,1991,175806,,C,,"Renben Shu;Liu, A.",,
Vis,1991,175811,,C,,"Crawfis, R.;Allison, M.J.",,
Vis,1991,175773,,C,,"Globus, A.;Levit, C.;Lasinski, T.",146360;146359,
Vis,1991,175778,,C,,"Yoo, T.S.;Neumann, U.;Fuchs, H.;Pizer, S.;Cullip, T.;Rhoades, J.;Whitaker, R.T.",,
Vis,1991,175784,,C,,"Rosenblum, L.;Kamgar-Parsi, B.;Belcher, E.;Engelsen, O.",,
Vis,1991,175833,,C,,"Legensky, S.M.",,
Vis,1991,175823,X,M,,"Gallagher, R.S.;Haber, R.;Ferguson, G.;Parker, D.;Stillman, D.;Winget, J.",,
Vis,1991,175795,,C,,"Levkowitz, H.",,
Vis,1991,175824,X,M,,"Levkowitz, H.;Holub, R.A.;Meyer, G.W.;Robertson, P.K.",,
Vis,1991,175785,,C,,"Max, N.",,
Vis,1991,175819,,C,,"Kochhar, S.;Friedell, M.;LaPolla, M.",,
Vis,1991,175820,,C,,"Hill, W.C.;Hollan, J.D.",,
Vis,1991,175835,,C,,"Sluis, L.V.",,
Vis,1991,175834,,C,,"Robertson, D.W.;Jacobson, V.L.;Johnston, W.E.;Loken, S.C.;Theil, E.H.;Tierney, B.L.",,
Vis,1991,175799,,C,,"Gershon, N.",,
Vis,1991,175836,,C,,"Schaller, N.C.",,
Vis,1991,175777,,C,,"Schroder, P.;Salem, J.B.",,
Vis,1991,175787,,C,,"Lorensen, W.F.;Yamron, B.",,
Vis,1991,175791,,C,,"Feeney, W.R.",,
Vis,1991,175816,,C,,"Grosse, E.",,
Vis,1991,175826,X,M,,"Prawel, D.;Brown, M.S.;Harris, C.;Kriz, R.;Vigil, M.",,
Vis,1991,175814,,C,,"Nadeau, D.R.;Elvins, T.T.;Bailey, M.",175807,
Vis,1991,175801,,C,,"Yang, G.Z.;Burger, P.;Kilner, P.J.;Mohiaddin, R.H.",,
Vis,1991,175812,,C,,"Lang, U.;Lang, R.;Ruhle, R.",,
Vis,1991,175809,,C,,"Smith, S.;Grinstein, G.;Bergeron, R.D.",,
Vis,1991,175794,,C,,"Buja, A.;McDonald, J.A.;Michalak, J.;Stuetzle, W.",,
Vis,1991,175804,,C,,"Foley, T.A.;Lane, D.A.",146388;146373;146362;175782;146363,
Vis,1991,175832,,C,,"Dolecek, Q.E.",,
Vis,1991,175827,X,M,,"Blattner, M.M.;Grinstein, G.;Glinert, E.P.;Hill, W.;Levit, C.;Smith, S.",,
Vis,1991,175807,,C,,"Elvins, T.T.;Nadeau, D.R.",146362;146397;146382;175814,
Vis,1991,175805,,C,,"Yagel, R.;Kaufman, A.;Zhang, Q.",,
Vis,1991,175825,X,M,,"Parulkar, G.M.;Bowie, J.;Braun, H.-W.;Guerin, R.;Stevenson, D.",,
Vis,1991,175810,,C,,"Tuchman, A.;Jablonowski, D.;Cybenko, G.",,
Vis,1991,175767,X,M,,"Smarr, L.L.",,
Vis,1991,175792,,C,,"Klassen, R.V.;Harrington, S.J.",,
Vis,1991,175780,,C,,"Gallagher, R.S.",146390,
Vis,1991,175782,,C,,"Nielson, G.M.;Hamann, B.",146363,
Vis,1991,175786,,C,,"Wolfe, R.H.;Needels, M.;Joannopoulos, J.D.",,
Vis,1991,175790,,C,,"Alpern, B.;Carter, L.",146386;146402;146387;146389,
Vis,1991,175789,,C,,"Schroeder, W.J.;Volpe, C.R.;Lorensen, W.F.",,
Vis,1991,175771,,C,,"Bryson, S.;Levit, C.",,
Vis,1991,175797,,C,,"Hinckley, K.P.;Ward, M.O.",,
